id,time,ele
153,43:24.6,1024
153,43:25.6,1014
153,43:26.6,999
153,43:27.6,991
153,43:28.6,991
153,43:29.6,983
153,43:30.6,973
153,43:31.6,965
153,43:32.6,970
153,43:33.6,975
153,43:34.6,975
153,43:35.6,974
153,43:36.6,974
153,43:37.6,977
153,43:38.6,972
153,43:39.6,972
153,43:40.6,974
153,43:41.6,978
153,43:42.6,1003
153,43:43.6,981
153,43:44.6,977
153,43:45.6,994
153,43:46.6,987
153,43:47.6,993
153,43:48.6,988
153,43:49.6,986
153,43:50.6,986
153,43:51.6,1001
153,43:52.6,997
153,43:53.6,992
153,43:54.6,1171
153,43:55.6,1311
153,43:56.6,1576
153,43:57.6,1599
153,43:58.6,1602
153,43:59.6,1603
153,44:00.6,1603
153,44:01.6,1603
153,44:02.6,1557
153,44:03.6,1526
153,44:04.6,1558
153,44:05.6,1569
153,44:06.6,1570
153,44:07.6,1566
153,44:08.6,1471
153,44:09.6,1421
153,44:10.6,1378
153,44:11.6,1317
153,44:12.6,1266
153,44:13.6,1240
153,44:14.6,1233
153,44:15.6,1224
153,44:16.6,1213
153,44:17.6,1192
153,44:18.6,1177
153,44:19.6,1154
153,44:20.6,1145
153,44:21.6,1133
153,44:22.6,1121
153,44:23.6,1104
153,44:24.6,1091
153,44:25.6,1070
153,44:26.6,1059
153,44:27.6,1051
153,44:28.6,1045
153,44:29.6,1035
153,44:30.6,1028
153,44:31.6,1017
153,44:32.6,1021
153,44:33.6,1014
153,44:34.6,1007
153,44:35.6,1001
153,44:36.6,997
153,44:37.6,990
153,44:38.6,984
153,44:39.6,991
153,44:40.6,995
153,44:41.6,986
153,44:42.6,985
153,44:43.6,989
153,44:44.6,988
153,44:45.6,986
153,44:46.6,988
153,44:47.6,990
153,44:48.6,990
153,44:49.6,992
153,44:50.6,1015
153,44:51.6,993
153,44:52.6,994
153,44:53.6,1149
153,44:54.6,1315
153,44:55.6,1155
153,44:56.6,1364
153,44:57.6,1274
153,44:58.6,1548
153,44:59.6,1278
153,45:00.6,1569
153,45:01.6,1597
153,45:02.6,1601
153,45:03.6,1602
153,45:04.6,1602
153,45:05.6,1589
153,45:06.6,1586
153,45:07.6,1571
153,45:08.6,1552
153,45:09.6,1559
153,45:10.6,1560
153,45:11.6,1482
153,45:12.6,1288
153,45:13.6,1207
153,45:14.6,1213
153,45:15.6,1217
153,45:16.6,1215
153,45:17.6,1214
153,45:18.6,1215
153,45:19.6,1216
153,45:20.6,1217
153,45:21.6,1211
153,45:22.6,1174
153,45:23.6,1126
153,45:24.6,1111
153,45:25.6,1102
153,45:26.6,1101
153,45:27.6,1090
153,45:28.6,1079
153,45:29.6,1062
153,45:30.6,1048
153,45:31.6,1041
153,45:32.6,1030
153,45:33.6,1020
153,45:34.6,1009
153,45:35.6,1005
153,45:36.6,994
153,45:37.6,991
153,45:38.6,990
153,45:39.6,987
153,45:40.6,994
153,45:41.6,1004
153,45:42.6,1001
153,45:43.6,1001
153,45:44.6,1006
153,45:45.6,1044
153,45:46.6,1011
153,45:47.6,1006
153,45:48.6,1004
153,45:49.6,1002
153,45:50.6,1000
153,45:51.6,1000
153,45:52.6,1001
153,45:53.6,1002
153,45:54.6,1003
153,45:55.6,1013
153,45:56.6,1004
153,45:57.6,1003
153,45:58.6,1004
153,45:59.6,1003
153,46:00.6,1000
153,46:01.6,997
153,46:02.6,1225
153,46:03.6,1361
153,46:04.6,1427
153,46:05.6,1538
153,46:06.6,1600
153,46:07.6,1603
153,46:08.6,1604
153,46:09.6,1603
153,46:10.6,1604
153,46:11.6,1605
153,46:12.6,1605
153,46:13.6,1604
153,46:14.6,1604
153,46:15.6,1603
153,46:16.6,1604
153,46:17.6,1596
153,46:18.6,1596
153,46:19.6,1596
153,46:20.6,1596
153,46:21.6,1593
153,46:22.6,1520
153,46:23.6,1498
153,46:24.6,1474
153,46:25.6,1437
153,46:26.6,1393
153,46:27.6,1125
153,46:28.6,1115
153,46:29.6,1109
153,46:30.6,1103
153,46:31.6,1107
153,46:32.6,1098
153,46:33.6,1082
153,46:34.6,1078
153,46:35.6,1076
153,46:36.6,1062
153,46:37.6,1056
153,46:38.6,1050
153,46:39.6,1037
153,46:40.6,1031
153,46:41.6,1017
153,46:42.6,1012
153,46:43.6,1010
153,46:44.6,1003
153,46:45.6,998
153,46:46.6,999
153,46:47.6,1011
153,46:48.6,1004
153,46:49.6,1005
153,46:50.6,1000
153,46:51.6,1001
153,46:52.6,1000
153,46:53.6,1006
153,46:54.6,1007
153,46:55.6,1007
153,46:56.6,1007
153,46:57.6,1008
153,46:58.6,1016
153,46:59.6,1018
153,47:00.6,1019
153,47:01.6,1019
153,47:02.6,1019
153,47:03.6,1021
153,47:04.6,1021
153,47:05.6,1021
153,47:06.6,1020
153,47:07.6,1021
153,47:08.6,1021
153,47:09.6,1019
153,47:10.6,1020
153,47:11.6,1018
153,47:12.6,1016
153,47:13.6,1082
153,47:14.6,1292
153,47:15.6,1230
153,47:16.6,1537
153,47:17.6,1403
153,47:18.6,1326
153,47:19.6,1347
153,47:20.6,1594
153,47:21.6,1601
153,47:22.6,1601
153,47:23.6,1602
153,47:24.6,1601
153,47:25.6,1601
153,47:26.6,1600
153,47:27.6,1602
153,47:28.6,1600
153,47:29.6,1597
153,47:30.6,1586
153,47:31.6,1564
153,47:32.6,1249
153,47:33.6,1152
153,47:34.6,1107
153,47:35.6,1102
153,47:36.6,1097
153,47:37.6,1085
153,47:38.6,1074
153,47:39.6,1061
153,47:40.6,1053
153,47:41.6,1048
153,47:42.6,1032
153,47:43.6,1028
153,47:44.6,1033
153,47:45.6,1026
153,47:46.6,1030
153,47:47.6,1056
153,47:48.6,1026
153,47:49.6,1059
153,47:50.6,1042
153,47:51.6,1080
153,47:52.6,1053
153,47:53.6,1049
153,47:54.6,1047
153,47:55.6,1047
153,47:56.6,1043
153,47:57.6,1043
153,47:58.6,1068
153,47:59.6,1047
153,48:00.6,1073
153,48:01.6,1056
153,48:02.6,1053
153,48:03.6,1057
153,48:04.6,1062
153,48:05.6,1064
153,48:06.6,1068
153,48:07.6,1072
153,48:08.6,1090
153,48:09.6,1078
153,48:10.6,1068
153,48:11.6,1072
153,48:12.6,1072
153,48:13.6,1073
153,48:14.6,1111
153,48:15.6,1297
153,48:16.6,1352
153,48:17.6,1582
153,48:18.6,1601
153,48:19.6,1604
153,48:20.6,1604
153,48:21.6,1604
153,48:22.6,1604
153,48:23.6,1603
153,48:24.6,1603
153,48:25.6,1515
153,48:26.6,1462
153,48:27.6,1499
153,48:28.6,1502
153,48:29.6,1477
153,48:30.6,1470
153,48:31.6,1466
153,48:32.6,1460
153,48:33.6,1454
153,48:34.6,1448
153,48:35.6,1435
153,48:36.6,1319
153,48:37.6,1189
153,48:38.6,1144
153,48:39.6,1133
153,48:40.6,1125
153,48:41.6,1115
153,48:42.6,1093
153,48:43.6,1069
153,48:44.6,1052
153,48:45.6,1043
153,48:46.6,1029
153,48:47.6,1016
153,48:48.6,1003
153,48:49.6,992
153,48:50.6,984
153,48:51.6,983
153,48:52.6,982
153,48:53.6,980
153,48:54.6,972
153,48:55.6,978
153,48:56.6,981
153,48:57.6,978
153,48:58.6,977
153,48:59.6,976
153,49:00.6,972
153,49:01.6,970
153,49:02.6,986
153,49:03.6,987
153,49:04.6,995
153,49:05.6,989
153,49:06.6,989
153,49:07.6,991
153,49:08.6,1004
153,49:09.6,992
153,49:10.6,995
153,49:11.6,995
153,49:12.6,1003
153,49:13.6,1001
153,49:14.6,1004
153,49:15.6,1008
153,49:16.6,1181
153,49:17.6,1360
153,49:18.6,1186
153,49:19.6,1442
153,49:20.6,1599
153,49:21.6,1603
153,49:22.6,1603
153,49:23.6,1600
153,49:24.6,1577
153,49:25.6,1583
153,49:26.6,1586
153,49:27.6,1586
153,49:28.6,1584
153,49:29.6,1583
153,49:30.6,1582
153,49:31.6,1576
153,49:32.6,1573
153,49:33.6,1564
153,49:34.6,1470
153,49:35.6,1394
153,49:36.6,1335
153,49:37.6,1314
153,49:38.6,1314
153,49:39.6,1274
153,49:40.6,1194
153,49:41.6,1178
153,49:42.6,1173
153,49:43.6,1169
153,49:44.6,1153
153,49:45.6,1144
153,49:46.6,1140
153,49:47.6,1120
153,49:48.6,1107
153,49:49.6,1096
153,49:50.6,1079
153,49:51.6,1054
153,49:52.6,1047
153,49:53.6,1039
153,49:54.6,1028
153,49:55.6,1025
153,49:56.6,1015
153,49:57.6,1009
153,49:58.6,1007
153,49:59.6,1004
153,50:00.6,1017
153,50:01.6,1004
153,50:02.6,1000
153,50:03.6,1000
153,50:04.6,998
153,50:05.6,993
153,50:06.6,991
153,50:07.6,987
153,50:08.6,988
153,50:09.6,988
153,50:10.6,985
153,50:11.6,985
153,50:12.6,985
153,50:13.6,987
153,50:14.6,987
153,50:15.6,985
153,50:16.6,986
153,50:17.6,984
153,50:18.6,983
153,50:19.6,1311
153,50:20.6,1310
153,50:21.6,1373
153,50:22.6,1354
153,50:23.6,1602
153,50:24.6,1558
153,50:25.6,1341
153,50:26.6,1225
153,50:27.6,1199
153,50:28.6,1126
153,50:29.6,1129
153,50:30.6,1154
153,50:31.6,1176
153,50:32.6,1193
153,50:33.7,1205
153,50:34.6,1190
153,50:35.6,1173
153,50:36.6,1180
153,50:37.6,1152
153,50:38.6,1126
153,50:39.6,1122
153,50:40.6,1120
153,50:41.6,1120
153,50:42.6,1118
153,50:43.6,1117
153,50:44.6,1114
153,50:45.6,1099
153,50:46.6,1089
153,50:47.6,1083
153,50:48.6,1079
153,50:49.6,1073
153,50:50.6,1062
153,50:51.6,1051
153,50:52.6,1036
153,50:53.6,1026
153,50:54.6,1019
153,50:55.6,1015
153,50:56.6,1006
153,50:57.6,1005
153,50:58.6,997
153,50:59.6,990
153,51:00.6,983
153,51:01.6,983
153,51:02.6,982
153,51:03.6,980
153,51:04.6,978
153,51:05.6,979
153,51:06.6,989
153,51:07.6,1000
153,51:08.6,1011
153,51:09.6,1006
153,51:10.6,1003
153,51:11.6,998
153,51:12.6,1008
153,51:13.6,1004
153,51:14.6,998
153,51:15.6,999
153,51:16.6,997
153,51:17.6,999
153,51:18.6,998
153,51:19.6,995
153,51:20.6,993
153,51:21.6,1068
153,51:22.6,1285
153,51:23.6,1389
153,51:24.6,1601
153,51:25.6,1604
153,51:26.6,1454
153,51:27.6,1555
153,51:28.6,1600
153,51:29.6,1601
153,51:30.6,1603
153,51:31.6,1601
153,51:32.6,1578
153,51:33.6,1562
153,51:34.6,1569
153,51:35.6,1570
153,51:36.6,1570
153,51:37.6,1501
153,51:38.6,1358
153,51:39.6,1303
153,51:40.6,1240
153,51:41.6,1163
153,51:42.6,1126
153,51:43.6,1117
153,51:44.6,1109
153,51:45.6,1106
153,51:46.6,1103
153,51:47.6,1097
153,51:48.6,1093
153,51:49.6,1076
153,51:50.6,1063
153,51:51.6,1057
153,51:52.6,1051
153,51:53.6,1038
153,51:54.6,1029
153,51:55.6,1020
153,51:56.6,1015
153,51:57.6,1007
153,51:58.6,1001
153,51:59.6,1007
153,52:00.6,991
153,52:01.6,984
153,52:02.6,982
153,52:03.6,978
153,52:04.6,975
153,52:05.6,969
153,52:06.6,982
153,52:07.6,973
153,52:08.6,971
153,52:09.6,970
153,52:10.6,999
153,52:11.6,988
153,52:12.6,991
153,52:13.6,982
153,52:14.6,983
153,52:15.6,1003
153,52:16.6,1009
153,52:17.6,1003
153,52:18.6,1019
153,52:19.6,1017
153,52:20.6,1025
153,52:21.6,1023
153,52:22.6,1023
153,52:23.6,1021
153,52:24.6,1021
153,52:25.6,1021
153,52:26.6,1021
153,52:27.6,1117
153,52:28.6,1156
153,52:29.6,1119
153,52:30.6,1150
153,52:31.6,1057
153,52:32.6,1011
153,52:33.6,1360
153,52:34.6,1062
153,52:35.6,1166
153,52:36.6,1560
153,52:37.6,1593
153,52:38.6,1602
153,52:39.6,1601
153,52:40.6,1598
153,52:41.6,1475
153,52:42.6,1348
153,52:43.6,1315
153,52:44.6,1350
153,52:45.6,1384
153,52:46.6,1356
153,52:47.6,1309
153,52:48.6,1262
153,52:49.6,1371
153,52:50.6,1313
153,52:51.6,1285
153,52:52.6,1261
153,52:53.6,1188
153,52:54.6,1132
153,52:55.6,1126
153,52:56.6,1132
153,52:57.6,1117
153,52:58.6,1104
153,52:59.6,1108
153,53:00.6,1080
153,53:01.6,1073
153,53:02.6,1071
153,53:03.6,1062
153,53:04.6,1058
153,53:05.6,1043
153,53:06.6,1036
153,53:07.6,1033
153,53:08.6,1024
153,53:09.6,1011
153,53:10.6,1012
153,53:11.6,1014
153,53:12.6,1005
153,53:13.6,1018
153,53:14.6,1042
153,53:15.6,1033
153,53:16.6,1029
153,53:17.6,1025
153,53:18.6,1030
153,53:19.6,1075
153,53:20.6,1048
153,53:21.6,1058
153,53:22.6,1052
153,53:23.6,1067
153,53:24.6,1054
153,53:25.6,1053
153,53:26.6,1061
153,53:27.6,1072
153,53:28.6,1065
153,53:29.6,1077
153,53:30.6,1122
153,53:31.6,1375
153,53:32.6,1270
153,53:33.6,1106
153,53:34.6,1124
153,53:35.6,1580
153,53:36.6,1602
153,53:37.6,1604
153,53:38.6,1570
153,53:39.6,1593
153,53:40.6,1530
153,53:41.6,1485
153,53:42.6,1487
153,53:43.6,1527
153,53:44.6,1554
153,53:45.6,1562
153,53:46.6,1404
153,53:47.6,1259
153,53:48.6,1206
153,53:49.6,1176
153,53:50.6,1149
153,53:51.6,1109
153,53:52.6,1103
153,53:53.6,1101
153,53:54.6,1101
153,53:55.6,1099
153,53:56.6,1096
153,53:57.6,1095
153,53:58.6,1080
153,53:59.6,1072
153,54:00.6,1066
153,54:01.6,1061
153,54:02.6,1058
153,54:03.6,1052
153,54:04.6,1049
153,54:05.6,1039
153,54:06.6,1040
153,54:07.6,1037
153,54:08.6,1039
153,54:09.6,1038
153,54:10.6,1041
153,54:11.6,1014
153,54:12.6,1009
153,54:13.6,1005
153,54:14.6,1003
153,54:15.6,1007
153,54:16.6,1005
153,54:17.6,1006
153,54:18.6,1005
153,54:19.6,1019
153,54:20.6,1012
153,54:21.6,1074
153,54:22.6,1047
153,54:23.6,1042
153,54:24.6,1031
153,54:25.6,1028
153,54:26.6,1029
153,54:27.6,1031
153,54:28.6,1029
153,54:29.6,1036
153,54:30.6,1036
153,54:31.6,1037
153,54:32.6,1032
153,54:33.6,1038
153,54:34.6,1046
153,54:35.6,1040
153,54:36.6,1378
153,54:37.6,1506
153,54:38.6,1539
153,54:39.6,1600
153,54:40.6,1603
153,54:41.6,1605
153,54:42.6,1605
153,54:43.6,1583
153,54:44.6,1557
153,54:45.6,1558
153,54:46.6,1571
153,54:47.6,1575
153,54:48.6,1575
153,54:49.6,1416
153,54:50.6,1217
153,54:51.6,1183
153,54:52.6,1157
153,54:53.6,1156
153,54:54.6,1154
153,54:55.6,1141
153,54:56.6,1130
153,54:57.6,1126
153,54:58.6,1122
153,54:59.6,1119
153,55:00.6,1116
153,55:01.6,1113
153,55:02.6,1100
153,55:03.6,1092
153,55:04.6,1090
153,55:05.6,1088
153,55:06.6,1079
153,55:07.6,1071
153,55:08.6,1065
153,55:09.6,1065
153,55:10.6,1058
153,55:11.6,1052
153,55:12.6,1042
153,55:13.6,1033
153,55:14.6,1018
153,55:15.6,1006
153,55:16.6,998
153,55:17.6,996
153,55:18.6,995
153,55:19.6,990
153,55:20.6,982
153,55:21.6,984
153,55:22.6,984
153,55:23.6,997
153,55:24.6,999
153,55:25.6,990
153,55:26.6,993
153,55:27.6,990
153,55:28.6,1251
153,55:29.6,1319
153,55:30.6,1503
153,55:31.6,1593
153,55:32.6,1603
153,55:33.6,1605
153,55:34.6,1604
153,55:35.6,1606
153,55:36.6,1606
153,55:37.6,1604
153,55:38.6,1601
153,55:39.6,1547
153,55:40.6,1464
153,55:41.6,1379
153,55:42.6,1320
153,55:43.6,1246
153,55:44.6,1213
153,55:45.6,1193
153,55:46.6,1163
153,55:47.6,1135
153,55:48.6,1099
153,55:49.6,1063
153,55:50.6,1054
153,55:51.6,1051
153,55:52.6,1053
153,55:53.6,1053
153,55:54.6,1062
153,55:55.6,1051
153,55:56.6,1046
153,55:57.6,1046
153,55:58.6,1044
153,55:59.6,1045
153,56:00.6,1043
153,56:01.6,1041
153,56:02.6,1039
153,56:03.6,1038
153,56:04.6,1039
153,56:05.6,1039
153,56:06.6,1039
153,56:07.6,1030
153,56:08.6,1026
153,56:09.6,1024
153,56:10.6,1023
153,56:11.6,1017
153,56:12.6,1019
153,56:13.6,1013
153,56:14.6,1014
153,56:15.6,1001
153,56:16.6,990
153,56:17.6,981
153,56:18.6,977
153,56:19.6,1008
153,56:20.6,1049
153,56:21.6,998
153,56:22.6,1048
153,56:23.6,1022
153,56:24.6,1036
153,56:25.6,1017
153,56:26.6,1015
153,56:27.6,994
153,56:28.6,996
153,56:29.6,996
153,56:30.6,1035
153,56:31.6,1035
153,56:32.6,1019
153,56:33.6,1011
153,56:34.6,1012
153,56:35.6,995
153,56:36.6,999
153,56:37.6,1003
153,56:38.6,1000
153,56:39.6,998
153,56:40.6,1000
153,56:41.6,998
153,56:42.6,1184
153,56:43.6,1040
153,56:44.6,1112
153,56:45.6,1147
153,56:46.6,1180
153,56:47.6,1095
153,56:48.6,1230
153,56:49.6,1086
153,56:50.6,1213
153,56:51.6,1569
153,56:52.6,1573
153,56:53.6,1505
153,56:54.6,1397
153,56:55.6,1391
153,56:56.6,1436
153,56:57.6,1485
153,56:58.6,1526
153,56:59.6,1540
153,57:00.6,1544
153,57:01.6,1544
153,57:02.6,1544
153,57:03.6,1541
153,57:04.6,1536
153,57:05.6,1509
153,57:06.6,1456
153,57:07.6,1369
153,57:08.6,1240
153,57:09.6,1195
153,57:10.6,1168
153,57:11.6,1098
153,57:12.6,1088
153,57:13.6,1086
153,57:14.6,1082
153,57:15.6,1074
153,57:16.6,1069
153,57:17.6,1055
153,57:18.6,1039
153,57:19.6,1031
153,57:20.6,1032
153,57:21.6,1019
153,57:22.6,1050
153,57:23.6,1029
153,57:24.6,1027
153,57:25.6,1071
153,57:26.6,1013
153,57:27.6,1078
153,57:28.6,1027
153,57:29.6,1034
153,57:30.6,1025
153,57:31.6,1020
153,57:32.6,1019
153,57:33.6,1022
153,57:34.6,1026
153,57:35.6,1035
153,57:36.7,1039
153,57:37.6,1054
153,57:38.6,1045
153,57:39.6,1039
153,57:40.6,1041
153,57:41.6,1038
153,57:42.6,1037
153,57:43.6,1038
153,57:44.6,1041
153,57:45.6,1039
153,57:46.6,1040
153,57:47.6,1044
153,57:48.6,1047
153,57:49.6,1048
153,57:50.6,1049
153,57:51.6,1050
153,57:52.6,1045
153,57:53.6,1057
153,57:54.6,1043
153,57:55.6,1042
153,57:56.6,1037
153,57:57.6,1036
153,57:58.6,1038
153,57:59.6,1031
153,58:00.6,1029
153,58:01.6,1029
153,58:02.6,1033
153,58:03.6,1028
153,58:04.6,1025
153,58:05.6,1312
153,58:06.6,1019
153,58:07.6,1382
153,58:08.6,1088
153,58:09.6,1185
153,58:10.6,1295
153,58:11.6,1581
153,58:12.6,1601
153,58:13.6,1600
153,58:14.6,1602
153,58:15.6,1438
153,58:16.6,1234
153,58:17.6,1125
153,58:18.6,1099
153,58:19.6,1076
153,58:20.6,1067
153,58:21.6,1065
153,58:22.6,1051
153,58:23.6,1043
153,58:24.6,1038
153,58:25.6,1075
153,58:26.6,1077
153,58:27.6,1040
153,58:28.6,1121
153,58:29.6,1069
153,58:30.6,1056
153,58:31.6,1033
153,58:32.6,1071
153,58:33.6,1079
153,58:34.6,1043
153,58:35.6,1044
153,58:36.6,1040
153,58:37.6,1056
153,58:38.6,1054
153,58:39.6,1057
153,58:40.6,1067
153,58:41.6,1059
153,58:42.6,1063
153,58:43.6,1067
153,58:44.6,1076
153,58:45.6,1057
153,58:46.6,1063
153,58:47.6,1057
153,58:48.6,1054
153,58:49.6,1055
153,58:50.6,1055
153,58:51.6,1054
153,58:52.6,1060
153,58:53.6,1061
153,58:54.6,1057
153,58:55.6,1057
153,58:56.6,1056
153,58:57.6,1054
153,58:58.6,1051
153,58:59.6,1048
153,59:00.6,1046
153,59:01.6,1039
153,59:02.6,1200
153,59:03.6,1447
153,59:04.6,1249
153,59:05.6,1578
153,59:06.6,1600
153,59:07.6,1601
153,59:08.6,1602
153,59:09.6,1602
153,59:10.6,1601
153,59:11.6,1602
153,59:12.6,1602
153,59:13.6,1602
153,59:14.6,1595
153,59:15.6,1586
153,59:16.6,1585
153,59:17.6,1583
153,59:18.6,1582
153,59:19.6,1576
153,59:20.6,1367
153,59:21.6,1115
153,59:22.6,1093
153,59:23.6,1081
153,59:24.6,1070
153,59:25.6,1064
153,59:26.6,1062
153,59:27.6,1055
153,59:28.6,1048
153,59:29.6,1044
153,59:30.6,1036
153,59:31.6,1024
153,59:32.6,1018
153,59:33.6,1014
153,59:34.6,1003
153,59:35.6,995
153,59:36.6,993
153,59:37.6,993
153,59:38.6,1005
153,59:39.6,1002
153,59:40.6,1003
153,59:41.6,995
153,59:42.6,991
153,59:43.6,1003
153,59:44.6,1005
153,59:45.6,1008
153,59:46.6,995
153,59:47.6,993
153,59:48.6,999
153,59:49.6,1002
153,59:50.6,1005
153,59:51.6,1005
153,59:52.6,1008
153,59:53.6,1009
153,59:54.6,1012
153,59:55.6,1035
153,59:56.6,1162
153,59:57.6,1486
153,59:58.6,982
153,59:59.6,1178
